firstName,lastName,teams,primaryTeam,position,nationality,race,yearsActive,batHand,throwHand,awards,birthDay,deathDay,realName,nickNames,yearInducted,commentOne,commentTwo
Lee,Smith,"[""Chicago Cubs"", ""St. Louis Cardinals"", ""Boston Red Sox"", ""Baltimore Orioles"", ""California Angels"", ""Cincinnati Reds"", ""Montreal Expos""]","[""Chicago Cubs""]",Relief Pitcher,American,African American,1980–1997,"[""Right""]","[""Right""]","[""7× All-Star"", ""3× Rolaids Relief Man Award""]","December 4, 1957",,Lee Arthur Smith,[],2019,Was the all-time saves leader upon retirement.,One of the most intimidating closers of his era.
Ozzie,Smith,"[""San Diego Padres"", ""St. Louis Cardinals""]","[""St. Louis Cardinals""]",Shortstop,American,African American,1978–1996,"[""Switch""]","[""Right""]","[""15× All-Star"", ""13× Gold Glove"", ""Silver Slugger"", ""World Series Champion (1982)""]","December 26, 1954",,Osborne Earl Smith,"[""The Wizard""]",2002,Arguably the greatest defensive shortstop in MLB history.,Beloved for his acrobatic plays and backflips.
John,Smoltz,"[""Atlanta Braves"", ""Boston Red Sox"", ""St. Louis Cardinals""]","[""Atlanta Braves""]",Pitcher,American,Caucasian,1988–2009,"[""Right""]","[""Right""]","[""8× All-Star"", ""Cy Young Award (1996)"", ""World Series Champion (1995)"", ""NLCS MVP""]","May 15, 1967",,John Andrew Smoltz,[],2015,Only pitcher in MLB history with both 200+ wins and 150+ saves.,Key part of Braves' legendary 'Big Three' rotation.
Duke,Snider,"[""Brooklyn Dodgers"", ""Los Angeles Dodgers"", ""New York Mets"", ""San Francisco Giants""]","[""Brooklyn Dodgers""]",Center Fielder,American,Caucasian,1947–1964,"[""Left""]","[""Right""]","[""8× All-Star"", ""2× World Series Champion""]","September 19, 1926","February 27, 2011",Edwin Donald Snider,"[""The Silver Fox"", ""The Duke of Flatbush""]",1980,Power-hitting center fielder for the legendary Brooklyn Dodgers.,Hit 40+ home runs five consecutive seasons (1953–1957).
Billy,Southworth,"[""Cleveland Indians"", ""Pittsburgh Pirates"", ""New York Giants"", ""St. Louis Cardinals""]","[""St. Louis Cardinals""]",Manager,American,Caucasian,1926–1951 (Managerial),"[""Left""]","[""Right""]","[""2× World Series Champion as Manager""]","March 9, 1893","November 15, 1969",William Harold Southworth,[],2008,Led Cardinals to consecutive World Series titles in the 1940s.,One of the winningest managers by winning percentage.
Warren,Spahn,"[""Boston Braves"", ""Milwaukee Braves"", ""New York Mets"", ""San Francisco Giants""]","[""Milwaukee Braves""]",Pitcher,American,Caucasian,"1942, 1946–1965","[""Left""]","[""Left""]","[""17× All-Star"", ""Cy Young Award (1957)"", ""World Series Champion (1957)""]","April 23, 1921","November 24, 2003",Warren Edward Spahn,[],1973,All-time leader in wins (363) for left-handed pitchers.,Won 20 or more games in 13 seasons.
Al,Spalding,"[""Boston Red Stockings"", ""Chicago White Stockings""]","[""Chicago White Stockings""]",Pitcher / Executive,American,Caucasian,1871–1878 (player),"[""Right""]","[""Right""]",[],"September 2, 1850","September 9, 1915",Albert Goodwill Spalding,[],1939,"Pioneering player, executive, and sporting goods magnate.",Founder of the Spalding sporting goods company.
Tris,Speaker,"[""Boston Red Sox"", ""Cleveland Indians"", ""Washington Senators"", ""Philadelphia Athletics""]","[""Cleveland Indians""]",Center Fielder,American,Caucasian,1907–1928,"[""Left""]","[""Left""]","[""World Series Champion (1912, 1920)""]","April 4, 1888","December 8, 1958",Tristram E. Speaker,"[""The Grey Eagle""]",1937,All-time leader in career doubles (792).,One of the greatest defensive center fielders in history.
Willie,Stargell,"[""Pittsburgh Pirates""]","[""Pittsburgh Pirates""]",Left Fielder / First Baseman,American,African American,1962–1982,"[""Left""]","[""Left""]","[""7× All-Star"", ""NL MVP (1979)"", ""World Series MVP (1979)"", ""2× World Series Champion""]","March 6, 1940","April 9, 2001",Wilver Dornell Stargell,"[""Pops""]",1988,Beloved leader of the 'We Are Family' Pirates of the 1970s.,One of the game's great power hitters.
Turkey,Stearnes,"[""Detroit Stars"", ""Chicago American Giants"", ""Kansas City Monarchs""]","[""Detroit Stars""]",Outfielder,American,African American,1920–1940,"[""Left""]","[""Right""]",[],"May 8, 1901","September 4, 1979",Norman Thomas Stearnes,"[""Turkey""]",2000,One of the greatest sluggers in Negro Leagues history.,Led Negro Leagues in home runs multiple times.
Casey,Stengel,"[""Brooklyn Dodgers"", ""Pittsburgh Pirates"", ""Philadelphia Phillies"", ""New York Giants""]","[""New York Yankees""]",Outfielder / Manager,American,Caucasian,1912–1965,"[""Left""]","[""Right""]","[""7× World Series champion as manager""]","July 30, 1890","September 29, 1975",Charles Dillon Stengel,"[""The Old Perfessor""]",1966,Legendary Yankees manager with record-setting World Series wins.,Known for his colorful personality and wit.
Bruce,Sutter,"[""Chicago Cubs"", ""St. Louis Cardinals"", ""Atlanta Braves""]","[""St. Louis Cardinals""]",Pitcher (Relief),American,Caucasian,1976–1988,"[""Right""]","[""Right""]","[""6× All-Star"", ""Cy Young Award (1979)"", ""World Series champion (1982)""]","January 8, 1953","October 13, 2022",Howard Bruce Sutter,[],2006,Pioneered the split-finger fastball as a dominant closer.,Inducted as one of the first pure relievers in Cooperstown.
Mule,Suttles,"[""Birmingham Black Barons"", ""St. Louis Stars"", ""Newark Eagles""]","[""St. Louis Stars""]",First Baseman / Outfielder,American,African American,1920–1944,"[""Right""]","[""Right""]",[],"March 31, 1900","July 9, 1966",George Suttles,"[""Mule""]",2006,One of the most powerful hitters in Negro Leagues history.,Known for his towering home runs and gentle demeanor.
Don,Sutton,"[""Los Angeles Dodgers"", ""Houston Astros"", ""Milwaukee Brewers"", ""Oakland Athletics"", ""California Angels""]","[""Los Angeles Dodgers""]",Pitcher,American,Caucasian,1966–1988,"[""Right""]","[""Right""]","[""4× All-Star""]","April 2, 1945","January 18, 2021",Donald Howard Sutton,[],1998,"Amassed over 300 wins and 3,500 strikeouts.",Durable and consistent ace for the Dodgers.
Ichiro,Suzuki,"[""Orix BlueWave (NPB)"", ""Seattle Mariners"", ""New York Yankees"", ""Miami Marlins""]","[""Seattle Mariners""]",Outfielder,Japanese,Asian,1992–2019,"[""Left""]","[""Right""]","[""10× Gold Glove"", ""AL MVP (2001)"", ""AL Rookie of the Year (2001)"", ""10× All-Star"", ""3× Silver Slugger""]","October 22, 1973",,Ichiro Suzuki,"[""Ichiro""]",,One of the most iconic hitters in both NPB and MLB history.,Holds the MLB single-season hit record (262 hits).
Ben,Taylor,"[""Indianapolis ABCs"", ""Bacharach Giants""]","[""Indianapolis ABCs""]",First Baseman / Manager,American,African American,1908–1929,"[""Left""]","[""Left""]",[],"July 1, 1888","January 24, 1953",Benjamin Harrison Taylor,[],2006,Key figure in early Negro League history.,Known for batting skills and leadership.
Bill,Terry,"[""New York Giants""]","[""New York Giants""]",First Baseman / Manager,American,Caucasian,1923–1936,"[""Left""]","[""Left""]","[""NL Batting Champion (1930)""]","October 30, 1898","January 9, 1989",William Harold Terry,[],1954,Last National League player to hit over .400.,Led Giants to 1933 World Series title.
Frank,Thomas,"[""Chicago White Sox"", ""Oakland Athletics"", ""Toronto Blue Jays""]","[""Chicago White Sox""]",Designated Hitter / First Baseman,American,African American,1990–2008,"[""Right""]","[""Right""]","[""2× AL MVP"", ""5× All-Star"", ""Silver Slugger Award""]","May 27, 1968",,Frank Edward Thomas Jr.,"[""The Big Hurt""]",2014,Feared power hitter with elite on-base skills.,One of the greatest designated hitters ever.
Jim,Thome,"[""Cleveland Indians"", ""Philadelphia Phillies"", ""Chicago White Sox"", ""Los Angeles Dodgers"", ""Minnesota Twins"", ""Baltimore Orioles""]","[""Cleveland Indians""]",First Baseman / Designated Hitter,American,Caucasian,1991–2012,"[""Left""]","[""Right""]","[""5× All-Star"", ""Silver Slugger Award""]","August 27, 1970",,James Howard Thome,[],2018,One of MLB's most respected sluggers.,Hit over 600 career home runs.
Sam,Thompson,"[""Detroit Wolverines"", ""Philadelphia Quakers/Phillies""]","[""Philadelphia Phillies""]",Right Fielder,American,Caucasian,1885–1898,"[""Left""]","[""Left""]",[],"March 5, 1860","November 7, 1922",Samuel Luther Thompson,"[""Big Sam""]",1974,19th-century offensive powerhouse.,Known for impressive RBI totals.
Joe,Tinker,"[""Chicago Cubs"", ""Cincinnati Reds""]","[""Chicago Cubs""]",Shortstop / Manager,American,Caucasian,1902–1916,"[""Right""]","[""Right""]","[""2× World Series champion""]","July 27, 1880","July 27, 1948",Joseph Bert Tinker,[],1946,Part of the legendary 'Tinker to Evers to Chance' double play trio.,Key to Cubs’ early 1900s dynasty.
Joe,Torre,"[""Milwaukee Braves"", ""St. Louis Cardinals"", ""New York Mets""]","[""St. Louis Cardinals""]",Catcher / First Baseman / Manager,American,Caucasian,"1960–1977 (player), 1977–2010 (manager)","[""Right""]","[""Right""]","[""NL MVP (1971)"", ""4× World Series champion (manager)""]","July 18, 1940",,Joseph Paul Torre,[],2014,Successful as both a player and one of MLB’s most celebrated managers.,Led the Yankees to four World Series titles.
Cristobal,Torriente,"[""Cuban Stars"", ""Chicago American Giants""]","[""Chicago American Giants""]",Outfielder,Cuban,Afro-Cuban,1912–1932,"[""Left""]","[""Left""]",[],"November 16, 1893","April 11, 1938",Cristóbal Torriente,[],2006,One of the greatest all-around players in Negro Leagues history.,Known for his power and fielding skills.
Alan,Trammell,"[""Detroit Tigers""]","[""Detroit Tigers""]",Shortstop / Manager,American,Caucasian,1977–1996,"[""Right""]","[""Right""]","[""World Series champion (1984)"", ""World Series MVP (1984)"", ""6× All-Star""]","February 21, 1958",,Alan Stuart Trammell,[],2018,Key figure in Detroit's 1984 World Series win.,Spent entire career with the Tigers.
Pie,Traynor,"[""Pittsburgh Pirates""]","[""Pittsburgh Pirates""]",Third Baseman,American,Caucasian,1920–1937,"[""Right""]","[""Right""]","[""World Series champion (1925)""]","November 11, 1898","March 16, 1972",Harold Joseph Traynor,"[""Pie""]",1948,Considered the best third baseman of his era.,Hit over .300 eleven times.
Dazzy,Vance,"[""Brooklyn Robins"", ""Cincinnati Reds"", ""St. Louis Cardinals""]","[""Brooklyn Robins""]",Pitcher,American,Caucasian,1915–1935,"[""Right""]","[""Right""]","[""NL MVP (1924)""]","March 4, 1891","February 16, 1961",Charles Arthur Vance,"[""Dazzy""]",1955,One of the most dominant strikeout pitchers of the 1920s.,Led NL in strikeouts for seven consecutive years.
Arky,Vaughan,"[""Pittsburgh Pirates"", ""Brooklyn Dodgers""]","[""Pittsburgh Pirates""]",Shortstop,American,Caucasian,1932–1948,"[""Left""]","[""Right""]","[""9× All-Star""]","March 9, 1912","August 30, 1952",Joseph Floyd Vaughan,"[""Arky""]",1985,One of the best-hitting shortstops in baseball history.,Career .318 batting average.
Bill,Veeck,[],[],Owner/Executive,American,Caucasian,1946–1980,[],[],[],"February 9, 1914","January 2, 1986",William Louis Veeck Jr.,[],1991,Revolutionary baseball owner known for promotional stunts.,Instrumental in integrating the American League.
Rube,Waddell,"[""Louisville Colonels"", ""Pittsburgh Pirates"", ""Chicago Orphans"", ""Philadelphia Athletics"", ""St. Louis Browns""]","[""Philadelphia Athletics""]",Pitcher,American,Caucasian,1897–1910,"[""Left""]","[""Left""]",[],"October 13, 1876","April 1, 1914",George Edward Waddell,"[""Rube""]",1946,Eccentric pitcher with a blazing fastball and colorful personality.,Led AL in strikeouts six times.
Billy,Wagner,"[""Houston Astros"", ""Philadelphia Phillies"", ""New York Mets"", ""Boston Red Sox"", ""Atlanta Braves""]","[""Houston Astros""]",Pitcher,American,Caucasian,1995–2010,"[""Left""]","[""Left""]","[""7× All-Star"", ""MLB Rolaids Relief Man Award""]","July 25, 1971",,William Edward Wagner,"[""Billy the Kid""]",,One of MLB's most dominant lefty closers.,Over 400 career saves.
Honus,Wagner,"[""Louisville Colonels"", ""Pittsburgh Pirates""]","[""Pittsburgh Pirates""]",Shortstop,American,Caucasian,1897–1917,"[""Right""]","[""Right""]",[],"February 24, 1874","December 6, 1955",Johannes Peter Wagner,"[""The Flying Dutchman""]",1936,Charter member of the Hall of Fame.,One of the greatest shortstops and hitters of all time.
Larry,Walker,"[""Montreal Expos"", ""Colorado Rockies"", ""St. Louis Cardinals""]","[""Colorado Rockies""]",Right Fielder,Canadian,Caucasian,1989–2005,"[""Left""]","[""Right""]","[""5× All-Star"", ""NL MVP (1997)"", ""7× Gold Glove"", ""3× Silver Slugger""]","December 1, 1966",,Larry Kenneth Robert Walker,[],2020,First Canadian position player inducted into Cooperstown.,Power hitter and elite defender.
Bobby,Wallace,"[""Cleveland Spiders"", ""St. Louis Cardinals"", ""St. Louis Browns""]","[""St. Louis Browns""]",Shortstop,American,Caucasian,1894–1918,"[""Right""]","[""Right""]",[],"November 4, 1873","November 3, 1960",Roderick John Wallace,[],1953,Defensive wizard at shortstop for over two decades.,Managed and umpired after playing career.
Ed,Walsh,"[""Chicago White Sox"", ""Boston Braves""]","[""Chicago White Sox""]",Pitcher,American,Caucasian,1904–1917,"[""Right""]","[""Right""]",[],"May 14, 1881","May 26, 1959",Edward Augustine Walsh,[],1946,Holds the lowest career ERA in MLB history (1.82).,Ace of the White Sox in early 1900s.
Lloyd,Waner,"[""Pittsburgh Pirates"", ""Boston Braves"", ""Cincinnati Reds"", ""Philadelphia Phillies"", ""Brooklyn Dodgers""]","[""Pittsburgh Pirates""]",Outfielder,American,Caucasian,1927–1945,"[""Left""]","[""Left""]",[],"March 16, 1906","July 22, 1982",Lloyd James Waner,"[""Little Poison""]",1967,Known for outstanding contact hitting and defense.,Paired with his brother Paul Waner as one of the best sibling duos.
Paul,Waner,"[""Pittsburgh Pirates"", ""Brooklyn Dodgers"", ""Boston Braves"", ""New York Yankees""]","[""Pittsburgh Pirates""]",Outfielder,American,Caucasian,1926–1945,"[""Left""]","[""Right""]","[""1927 NL MVP""]","April 16, 1903","August 29, 1965",Paul Glee Waner,"[""Big Poison""]",1952,"Collected over 3,000 career hits.",Paired with brother Lloyd for the 'Poison' nickname duo.
John,Ward,"[""Providence Grays"", ""New York Giants"", ""Brooklyn Ward's Wonders""]","[""New York Giants""]",Pitcher / Shortstop / Manager,American,Caucasian,1878–1894,"[""Both""]","[""Right""]",[],"March 3, 1860","March 4, 1925",John Montgomery Ward,[],1964,Star both as pitcher and position player.,Founded the first players' union in baseball.
Earl,Weaver,"[""Baltimore Orioles""]","[""Baltimore Orioles""]",Manager,American,Caucasian,"1968–1982, 1985–1986",[],[],"[""1970 World Series champion""]","August 14, 1930","January 19, 2013",Earl Sidney Weaver,[],1996,Pioneer of strategic bullpen use and three-run homer philosophy.,Known for fiery temperament and on-field arguments.
George,Weiss,"[""New York Yankees"", ""New York Mets""]","[""New York Yankees""]",Executive,American,Caucasian,1932–1966,[],[],[],"June 23, 1894","August 13, 1972",George Martin Weiss,[],1971,Built Yankees dynasty with multiple World Series wins.,First president of the expansion New York Mets.
Mickey,Welch,"[""Troy Trojans"", ""New York Gothams""]","[""New York Gothams (Giants)""]",Pitcher,American,Caucasian,1880–1892,"[""Right""]","[""Right""]",[],"July 4, 1859","July 30, 1941",Michael Francis Welch,"[""Smiling Mickey""]",1973,One of the earliest pitchers to reach 300 wins.,Known for durability and curveball.
Willie,Wells,"[""St. Louis Stars"", ""Chicago American Giants"", ""Newark Eagles"", ""Memphis Red Sox""]","[""St. Louis Stars""]",Shortstop,American,African American,1924–1948,"[""Right""]","[""Right""]",[],"August 10, 1906","January 22, 1989",Willie James Wells,"[""The Devil""]",1997,One of the greatest shortstops in Negro Leagues history.,"Known for power, speed, and defensive brilliance."
Zack,Wheat,"[""Brooklyn Superbas"", ""Brooklyn Dodgers"", ""Philadelphia Athletics""]","[""Brooklyn Dodgers""]",Left Fielder,American,Caucasian,1909–1927,"[""Left""]","[""Right""]",[],"May 23, 1888","March 11, 1972",Zachariah Davis Wheat,[],1959,Brooklyn franchise hit leader and batting star of the dead-ball era.,Known for graceful fielding and consistent hitting.
Deacon,White,"[""Cleveland Forest Citys"", ""Boston Red Stockings"", ""Chicago White Stockings"", ""Buffalo Bisons"", ""Pittsburgh Alleghenys""]","[""Buffalo Bisons""]",Catcher / Third Baseman,American,Caucasian,1871–1890,"[""Right""]","[""Right""]",[],"December 7, 1847","July 7, 1939",James Laurie White,"[""Deacon""]",2013,Pioneer player from baseball's earliest professional days.,Excelled as a barehanded catcher and later as a third baseman.
Sol,White,"[""Pittsburgh Keystones"", ""Cuban Giants"", ""Philadelphia Giants""]","[""Philadelphia Giants""]",Infielder / Manager,American,African American,1887–1911,[],[],[],"June 12, 1868","August 26, 1955",King Solomon White,[],2006,"Player, manager, and chronicler of early Black baseball.",Authored 'History of Colored Base Ball' in 1907.
Hoyt,Wilhelm,"[""New York Giants"", ""Baltimore Orioles"", ""Chicago White Sox"", ""Atlanta Braves"", ""Los Angeles Dodgers""]","[""Baltimore Orioles""]",Pitcher,American,Caucasian,1952–1972,"[""Right""]","[""Right""]","[""8× All-Star"", ""World Series champion (1954)""]","July 26, 1922","August 23, 2002",James Hoyt Wilhelm,[],1985,Pioneering knuckleball relief pitcher.,First pitcher with over 200 saves.
J.L.,Wilkinson,"[""Kansas City Monarchs (Owner)""]","[""Kansas City Monarchs""]",Executive,American,Caucasian,1910s–1940s,[],[],[],"May 14, 1878","August 21, 1964",Jesse Lee Wilkinson,[],2006,"Founder and owner of the Kansas City Monarchs, the most successful Negro League franchise.",Innovator who introduced night baseball using portable lights.
Billy,Williams,"[""Chicago Cubs"", ""Oakland Athletics""]","[""Chicago Cubs""]",Left Fielder,American,African American,1959–1976,"[""Left""]","[""Right""]","[""6× All-Star"", ""NL Rookie of the Year (1961)"", ""Batting champion (1972)""]","June 15, 1938",,Billy Leo Williams,"[""Sweet Swingin' Billy from Whistler""]",1987,One of the top hitters in Cubs history.,Held National League record for consecutive games played at retirement.
Dick,Williams,"[""Los Angeles Dodgers"", ""Baltimore Orioles"", ""Cleveland Indians"", ""Kansas City Athletics"", ""Boston Red Sox""]","[""Boston Red Sox""]",Manager / Outfielder / Third Baseman,American,Caucasian,"1951–1964 (Player), 1967–1988 (Manager)","[""Right""]","[""Right""]","[""2× World Series champion (1972, 1973 as manager)""]","May 7, 1929","July 7, 2011",Richard Hirschfeld Williams,[],2008,Led multiple teams to postseason including 'Impossible Dream' 1967 Red Sox and the Oakland A's dynasty.,One of the few managers to win pennants in both leagues.
Joe,Williams,"[""Pittsburgh Keystones"", ""Lincoln Giants"", ""Homestead Grays""]","[""Lincoln Giants""]",Pitcher,American,African American,1905–1932,"[""Right""]","[""Right""]",[],"April 6, 1886","February 25, 1951",Joseph Williams,"[""Smokey Joe""]",1999,One of the most dominant pitchers in Negro Leagues history.,Known for overpowering fastball and longevity across three decades.
Ted,Williams,"[""Boston Red Sox""]","[""Boston Red Sox""]",Left Fielder,American,Caucasian,1939–1960,"[""Left""]","[""Right""]","[""2× AL MVP"", ""19× All-Star"", ""6× AL Batting Champion"", ""2× Triple Crown""]",8/30/1918,7/5/2002,Theodore Samuel Williams,"The Splendid Splinter, Teddy Ballgame, The Kid",1966,Last MLB player to hit over .400 in a season.,Served in both WWII and the Korean War as a fighter pilot.
Vic,Willis,"[""Boston Beaneaters"", ""Pittsburgh Pirates"", ""St. Louis Cardinals""]","[""Pittsburgh Pirates""]",Pitcher,American,Caucasian,1898–1910,"[""Right""]","[""Right""]",[],"April 12, 1876","August 3, 1947",Victor Gazaway Willis,"[""The Delaware Peach""]",1995,Known for his impressive control and durability.,Posted 249 career wins including a league-leading 34 in 1899.
Hack,Wilson,"[""New York Giants"", ""Chicago Cubs"", ""Brooklyn Dodgers"", ""Philadelphia Phillies""]","[""Chicago Cubs""]",Outfielder,American,Caucasian,1923–1934,"[""Right""]","[""Right""]","[""1930 NL MVP""]","April 26, 1900","November 23, 1948",Lewis Robert Wilson,[],1979,Holds the MLB single-season RBI record with 191 in 1930.,Known for his powerful swing and small stature.
Jud,Wilson,"[""Homestead Grays"", ""Baltimore Black Sox"", ""Philadelphia Stars""]","[""Homestead Grays""]",Third Baseman / First Baseman,American,African American,1922–1945,"[""Left""]","[""Right""]",[],"February 28, 1894","June 24, 1963",Ernest Judson Wilson,"[""Boojum""]",2006,One of the most feared hitters in Negro Leagues history.,Revered for his fiery personality and tremendous batting skills.
Dave,Winfield,"[""San Diego Padres"", ""New York Yankees"", ""California Angels"", ""Toronto Blue Jays"", ""Minnesota Twins"", ""Cleveland Indians""]","[""San Diego Padres""]",Right Fielder,American,African American,1973–1995,"[""Right""]","[""Right""]","[""12× All-Star"", ""7× Gold Glove"", ""6× Silver Slugger"", ""1992 World Series Champion""]","October 3, 1951",,David Mark Winfield,[],2001,One of the game's most complete athletes.,"First player ever drafted in three pro sports: MLB, NFL, and NBA."
George,Wright,"[""Boston Red Stockings"", ""Providence Grays"", ""Philadelphia Athletics (NA)""]","[""Boston Red Stockings""]",Shortstop,American,Caucasian,1869–1882,[],[],[],"January 28, 1847","August 21, 1937",George Wright,[],1937,Pioneering baseball star and key figure in early professional game.,Also influential in spreading baseball internationally.
Harry,Wright,"[""Cincinnati Red Stockings"", ""Boston Red Stockings""]","[""Cincinnati Red Stockings""]",Manager / Center Fielder,English-born American,Caucasian,1866–1893,[],[],[],"January 10, 1835","October 3, 1895",William Henry Wright,[],1953,Managed baseball’s first fully professional team.,Instrumental in the development of baseball rules and traditions.
Early,Wynn,"[""Washington Senators"", ""Cleveland Indians"", ""Chicago White Sox""]","[""Cleveland Indians""]",Pitcher,American,Caucasian,1939–1963,"[""Right""]","[""Right""]","[""1959 Cy Young Award"", ""8× All-Star""]","January 6, 1920","April 4, 1999",Early Wynn Jr.,[],1972,Achieved 300 career wins with gritty determination.,Known for his intimidating mound presence.
Carl,Yastrzemski,"[""Boston Red Sox""]","[""Boston Red Sox""]",Left Fielder / First Baseman,American,Caucasian,1961–1983,"[""Left""]","[""Right""]","[""18× All-Star (1963, 1965–1979, 1982)"", ""AL MVP (1967)"", ""Triple Crown (1967)"", ""7× Gold Glove Award"", ""3× AL Batting Champion""]",8/22/1939,,Carl Michael Yastrzemski,Yaz,1989,"Won the AL Triple Crown and MVP in 1967, leading the 'Impossible Dream' Red Sox to the pennant.","Finished with 3,419 hits, 452 home runs, and 1,844 RBIs—all with the same team."
Tom,Yawkey,"[""Boston Red Sox (Owner)""]","[""Boston Red Sox""]",Owner / Executive,American,Caucasian,1933–1976,[],[],[],"February 21, 1903","July 9, 1976",Thomas Austin Yawkey,[],1980,"Longtime owner of the Boston Red Sox, known for his devotion to the team.","Oversaw Red Sox from Depression era through postwar decades, though criticized for the club's late racial integration."
Cy,Young,"[""Cleveland Spiders"", ""St. Louis Perfectos"", ""Boston Americans"", ""Cleveland Naps"", ""Boston Rustlers""]","[""Cleveland Spiders"", ""Boston Americans (Red Sox)""]",Pitcher,American,Caucasian,1890–1911,"[""Right""]","[""Right""]",[],"March 29, 1867","November 4, 1955",Denton True Young,"[""Cyclone""]",1937,Holds MLB records for most career wins (511) and complete games.,"Namesake of the Cy Young Award, honoring the best pitchers in MLB annually."
Ross,Youngs,"[""New York Giants""]","[""New York Giants""]",Outfielder,American,Caucasian,1917–1926,"[""Left""]","[""Right""]",[],"April 10, 1897","October 22, 1927",Ross Middlebrook Youngs,[],1972,Outstanding contact hitter with a lifetime .322 average.,Career tragically cut short by illness; revered by contemporaries.
Robin,Yount,"[""Milwaukee Brewers""]","[""Milwaukee Brewers""]",Shortstop / Center Fielder,American,Caucasian,1974–1993,"[""Right""]","[""Right""]","[""2× AL MVP"", ""3× All-Star"", ""Gold Glove Award""]","September 16, 1955",,Robin R. Yount,"[""The Kid""]",1999,"Spent entire 20-year career with the Brewers, collecting over 3,000 hits.",One of few players to win MVP awards at two different defensive positions.
